2018-02-22 11:26:50 INFO  TC001_VerifyLoginWithInvalidCredentials:27 - ========Starting TC001_VerifyLoginWithInvalidCredentials test
2018-02-22 21:59:40 INFO  HomePage:82 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (b29a4f9b522a4fd3ce2de82b7a6c8b53)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-22 21:59:42 INFO  HomePage:84 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (b29a4f9b522a4fd3ce2de82b7a6c8b53)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-22 22:02:21 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-22 22:05:19 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-22 22:05:19 INFO  HomePage:82 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (0ff0661af750aaaf3b0b795ebb9ba37a)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-22 22:05:21 INFO  HomePage:84 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (0ff0661af750aaaf3b0b795ebb9ba37a)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-22 22:05:32 INFO  HomePage:86 - clicked on sublit button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-22 22:05:32 INFO  TC002_AddProductToCard:33 - ========End TC002_AddProductToCard test
2018-02-22 22:07:16 INFO  TestBase:56 - Creating object of chrome
2018-02-22 22:07:19 INFO  TestBase:75 - navigating to :-http://192.168.0.108:8080//default.aspx
2018-02-22 22:07:20 INFO  TC001_VerifyLoginWithValidCredentials:27 - ========Starting TC001_VerifyLoginWithInvalidCredentials test
2018-02-22 22:07:21 INFO  HomePage:66 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (7d1bab9733e6ceec32aee660ef70f42d)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-22 22:07:21 INFO  HomePage:68 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (7d1bab9733e6ceec32aee660ef70f42d)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-22 22:07:21 INFO  HomePage:70 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (7d1bab9733e6ceec32aee660ef70f42d)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-22 22:07:32 INFO  HomePage:72 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
2018-02-22 22:07:32 INFO  HomePage:76 - message is:-WELCOME TO OUR STORE FOR GREAT SAVINGS ON TEST TOOLS AND CALIBRATION.
2018-02-22 22:07:32 INFO  TC001_VerifyLoginWithValidCredentials:32 - ========End TC001_VerifyLoginWithInvalidCredentials test
2018-02-22 22:07:32 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-22 22:07:32 INFO  HomePage:82 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (10ccfea656d44530269e97af956a2625)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-22 22:07:34 INFO  HomePage:84 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (10ccfea656d44530269e97af956a2625)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-22 22:07:45 INFO  HomePage:86 - clicked on sublit button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-22 22:07:45 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-22 22:15:29 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-22 22:15:30 INFO  HomePage:82 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (9ebcf02e9772609a24a704e0be8314f1)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-22 22:15:32 INFO  HomePage:84 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (9ebcf02e9772609a24a704e0be8314f1)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-22 22:15:42 INFO  HomePage:86 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-22 22:15:42 INFO  HomePage:90 - message is:-true
2018-02-22 22:15:42 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-22 22:37:36 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-22 22:37:36 INFO  HomePage:82 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (1b770ae1f69f8b456c0c0939a234cdc4)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-22 22:37:38 INFO  HomePage:84 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (1b770ae1f69f8b456c0c0939a234cdc4)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-22 22:37:49 INFO  HomePage:86 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-22 22:37:49 INFO  HomePage:90 - Checkout button is present:-true
2018-02-22 22:37:49 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:11:49 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:11:49 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (647a1b96174a033c6f5e31d17eedb20c)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:11:51 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (647a1b96174a033c6f5e31d17eedb20c)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:12:02 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:12:02 INFO  HomePage:88 - Checkout button is present:-true
2018-02-23 11:12:02 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:16:15 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:16:15 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (e44b82efbb412c53d609f282c5799faa)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:16:19 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (e44b82efbb412c53d609f282c5799faa)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:16:30 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:16:30 INFO  HomePage:89 - Checkout button is present:-true
2018-02-23 11:16:30 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:21:50 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:21:50 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (af1c1b00a561d377c947f1db4e1af267)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:21:54 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (af1c1b00a561d377c947f1db4e1af267)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:22:04 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:22:04 INFO  HomePage:89 - Checkout button is present:-true
2018-02-23 11:22:05 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:22:51 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:22:51 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (e066173d38a770f2b015efccacb5663b)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:22:55 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (e066173d38a770f2b015efccacb5663b)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:23:06 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:23:06 INFO  HomePage:89 - Checkout button is present:-true
2018-02-23 11:23:06 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:24:45 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:24:45 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (9fc9245d511c4ba8ae68c394b897d4e0)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:24:48 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (9fc9245d511c4ba8ae68c394b897d4e0)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:24:59 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:24:59 INFO  HomePage:89 - Checkout button is present:-true
2018-02-23 11:24:59 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 11:25:27 INFO  TC002_AddProductToCard:28 - ========Starting TC002_AddProductToCard test
2018-02-23 11:25:28 INFO  HomePage:80 - clicked on search Input Druck DPI620G and object is:-[[ChromeDriver: chrome on MAC (d0c7d41470882c019e189bd32cc23960)] -> id: ctl00_ctrlHeader_txtSearchTerms]
2018-02-23 11:25:31 INFO  HomePage:82 - clicked on search button and object is:-[[ChromeDriver: chrome on MAC (d0c7d41470882c019e189bd32cc23960)] -> id: ctl00_ctrlHeader_btnSearch_Click]
2018-02-23 11:25:42 INFO  HomePage:84 - clicked on add to card button and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_cph1_ctrlSearch_dlCatalog_ctl00_ctrlProductBox_btnAddToCart'
2018-02-23 11:25:42 INFO  HomePage:89 - Checkout button is present:-true
2018-02-23 11:25:42 INFO  TC002_AddProductToCard:32 - ========End TC002_AddProductToCard test
2018-02-23 12:02:34 INFO  TC003_VerifyLogout:28 - ========TC003_VerifyLogout=======
2018-02-23 12:02:34 INFO  HomePage:68 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (0fb6785be8491fdf0cff92d623af3a9e)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-23 12:02:35 INFO  HomePage:70 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (0fb6785be8491fdf0cff92d623af3a9e)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-23 12:02:35 INFO  HomePage:72 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (0fb6785be8491fdf0cff92d623af3a9e)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-23 12:02:45 INFO  HomePage:74 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
2018-02-23 12:05:41 INFO  TC003_VerifyLogout:28 - ========TC003_VerifyLogout=======
2018-02-23 12:05:41 INFO  HomePage:68 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (6d6055e8eb3c6c4feb55bf94b10d6c07)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-23 12:05:42 INFO  HomePage:70 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (6d6055e8eb3c6c4feb55bf94b10d6c07)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-23 12:05:42 INFO  HomePage:72 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (6d6055e8eb3c6c4feb55bf94b10d6c07)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-23 12:05:52 INFO  HomePage:74 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
2018-02-23 12:05:52 INFO  HomePage:104 - logout is dispalyed and object is:-[[ChromeDriver: chrome on MAC (6d6055e8eb3c6c4feb55bf94b10d6c07)] -> xpath: //*[@id="aspnetForm"]/div[3]/div[1]/table/tbody/tr/td/div[1]/table/tbody/tr/td[9]/div[2]/table/tbody/tr[2]/td[3]/a]
2018-02-23 12:05:52 INFO  TC003_VerifyLogout:32 - =======TC003_VerifyLogout========
2018-02-23 16:46:29 INFO  TC003_VerifyLogout:28 - ========TC003_VerifyLogout=======
2018-02-23 16:46:29 INFO  HomePage:70 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (aa14c55b928936c103812ed23b0d7d55)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-23 16:46:30 INFO  HomePage:72 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (aa14c55b928936c103812ed23b0d7d55)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-23 16:46:30 INFO  HomePage:74 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (aa14c55b928936c103812ed23b0d7d55)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-23 16:46:41 INFO  HomePage:76 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
2018-02-23 16:46:41 INFO  HomePage:106 - logout is dispalyed and object is:-[[ChromeDriver: chrome on MAC (aa14c55b928936c103812ed23b0d7d55)] -> xpath: //*[@id="aspnetForm"]/div[3]/div[1]/table/tbody/tr/td/div[1]/table/tbody/tr/td[9]/div[2]/table/tbody/tr[2]/td[3]/a]
2018-02-23 16:46:42 INFO  HomePage:118 - message is:-WELCOME, PLEASE SIGN IN!
2018-02-23 16:46:42 INFO  TC003_VerifyLogout:35 - =======TC003_VerifyLogout========
2018-02-23 16:52:15 INFO  TC003_VerifyLogout:28 - ========TC003_VerifyLogout=======
2018-02-23 16:52:16 INFO  HomePage:70 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (df9fbc16ef3c1933b9507be6a05e0e04)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-23 16:52:16 INFO  HomePage:72 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (df9fbc16ef3c1933b9507be6a05e0e04)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-23 16:52:17 INFO  HomePage:74 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (df9fbc16ef3c1933b9507be6a05e0e04)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-23 16:52:27 INFO  HomePage:76 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
2018-02-23 16:52:27 INFO  HomePage:106 - logout is dispalyed and object is:-[[ChromeDriver: chrome on MAC (df9fbc16ef3c1933b9507be6a05e0e04)] -> xpath: //*[@id="aspnetForm"]/div[3]/div[1]/table/tbody/tr/td/div[1]/table/tbody/tr/td[9]/div[2]/table/tbody/tr[2]/td[3]/a]
2018-02-23 16:52:28 INFO  HomePage:118 - message is:-WELCOME, PLEASE SIGN IN!
2018-02-23 16:52:28 INFO  TC003_VerifyLogout:35 - =======TC003_VerifyLogout========
2018-02-24 11:05:57 INFO  TestBase:56 - Creating object of chrome
2018-02-24 11:06:02 INFO  TestBase:75 - navigating to :-http://192.168.0.108:8080//default.aspx
2018-02-24 11:06:07 INFO  TestBase:56 - Creating object of chrome
2018-02-24 11:06:12 INFO  TestBase:75 - navigating to :-http://192.168.0.108:8080//default.aspx
2018-02-24 11:06:15 INFO  TC001_VerifyLoginWithValidCredentials:27 - ========Starting TC001_VerifyLoginWithInvalidCredentials test
2018-02-24 11:06:16 INFO  HomePage:70 - cliked on sign in and object is:-[[ChromeDriver: chrome on MAC (3c4af64b0289395dd360986541b22d34)] -> xpath: //*[@id='ctl00_ctrlHeader_LinkButtonSignIn']]
2018-02-24 11:06:16 INFO  HomePage:72 - entered email address:-omilka@gmail.com and object is [[ChromeDriver: chrome on MAC (3c4af64b0289395dd360986541b22d34)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_UserName']]
2018-02-24 11:06:16 INFO  HomePage:74 - entered password:-Minimicr0 and object is [[ChromeDriver: chrome on MAC (3c4af64b0289395dd360986541b22d34)] -> xpath: //*[@id='ctl00_ctrlHeader_LoginForm_Password']]
2018-02-24 11:06:27 INFO  HomePage:76 - clicked on sublit butto and object is:-Proxy element for: DefaultElementLocator 'By.id: ctl00_ctrlHeader_LoginForm_LoginButton'
